near_dear: Topic: 0, Keyword number: 0
message: Topic: 759, Keyword number: 8
find: Topic: 759, Keyword number: 9
lewis: Topic: 759, Keyword number: 10
longer: Topic: 759, Keyword number: 11
goes: Topic: 759, Keyword number: 12
food: Topic: 759, Keyword number: 13
picture: Topic: 759, Keyword number: 14
steven: Topic: 759, Keyword number: 15
pure: Topic: 759, Keyword number: 16
playing: Topic: 759, Keyword number: 17
look: Topic: 759, Keyword number: 18
run_lola: Topic: 759, Keyword number: 19
something_like: Topic: 759, Keyword number: 20
scorsese: Topic: 759, Keyword number: 21
offering: Topic: 759, Keyword number: 22
great_acting: Topic: 759, Keyword number: 23
grows: Topic: 759, Keyword number: 24
ned: Topic: 760, Keyword number: 0
audience: Topic: 760, Keyword number: 1
payback: Topic: 760, Keyword number: 2
concert: Topic: 760, Keyword number: 3
center_film: Topic: 760, Keyword number: 4
center: Topic: 760, Keyword number: 5
olenska: Topic: 760, Keyword number: 6
kaufman: Topic: 760, Keyword number: 7
hallmarks: Topic: 760, Keyword number: 8
shine: Topic: 760, Keyword number: 9
convicts: Topic: 760, Keyword number: 10
music_teacher: Topic: 760, Keyword number: 11
org: Topic: 760, Keyword number: 12
letscher: Topic: 760, Keyword number: 13
driven: Topic: 760, Keyword number: 14
cia: Topic: 760, Keyword number: 15
noir: Topic: 760, Keyword number: 16
potato_chips: Topic: 760, Keyword number: 17
feels: Topic: 760, Keyword number: 18
point_view: Topic: 760, Keyword number: 19
spain: Topic: 760, Keyword number: 20
kelly: Topic: 760, Keyword number: 21
interesting_stories: Topic: 760, Keyword number: 22
shot_movie's: Topic: 760, Keyword number: 23
sooner_there's: Topic: 760, Keyword number: 24
kross: Topic: 761, Keyword number: 0
intelligent_crime: Topic: 761, Keyword number: 1
up-and-coming: Topic: 761, Keyword number: 2
ever_comes: Topic: 761, Keyword number: 3
changing_channel: Topic: 761, Keyword number: 4
watched_instead: Topic: 761, Keyword number: 5
suppose_would: Topic: 761, Keyword number: 6
mystery_suspense: Topic: 761, Keyword number: 7
unintelligent: Topic: 761, Keyword number: 8
spacey_terrific: Topic: 761, Keyword number: 9
stealing_million: Topic: 761, Keyword number: 10
burning_drugs: Topic: 761, Keyword number: 11
crime_infiltrating: Topic: 761, Keyword number: 12
definite_case: Topic: 761, Keyword number: 13
town_cop: Topic: 761, Keyword number: 14
detective_chazz: Topic: 761, Keyword number: 15
greatest_trick: Topic: 761, Keyword number: 16
earns_name: Topic: 761, Keyword number: 17
frequently_rambles: Topic: 761, Keyword number: 18
movie_verbal: Topic: 761, Keyword number: 19
kevin_pollack: Topic: 761, Keyword number: 20
buckney: Topic: 761, Keyword number: 21
lineup_including: Topic: 761, Keyword number: 22
criminals_brought: Topic: 761, Keyword number: 23
mythical_crime: Topic: 761, Keyword number: 24
years_days: Topic: 762, Keyword number: 0
defiantly_original: Topic: 762, Keyword number: 1
shrift_one: Topic: 762, Keyword number: 2
schemes: Topic: 762, Keyword number: 3
schemers: Topic: 762, Keyword number: 4
baby-boomer_connives: Topic: 762, Keyword number: 5
things_movie: Topic: 762, Keyword number: 6
makes_four: Topic: 762, Keyword number: 7
reluctant_psychotic: Topic: 762, Keyword number: 8
life: Topic: 763, Keyword number: 0
office_space: Topic: 763, Keyword number: 1
ricci: Topic: 763, Keyword number: 2
marvellous_job: Topic: 763, Keyword number: 3
romantic_film: Topic: 763, Keyword number: 4
another_icon: Topic: 763, Keyword number: 5
trail_rick: Topic: 763, Keyword number: 6
anti-fascist_owns: Topic: 763, Keyword number: 7
price_precious: Topic: 763, Keyword number: 8
impossible_review: Topic: 763, Keyword number: 9
line_hysterical: Topic: 763, Keyword number: 10
see_gallo's: Topic: 763, Keyword number: 11
isn't_laughs: Topic: 763, Keyword number: 12
house_extremely: Topic: 763, Keyword number: 13
realistic_concept: Topic: 763, Keyword number: 14
cheaply_made: Topic: 763, Keyword number: 15
film_cheaply: Topic: 763, Keyword number: 16
ricci_tap: Topic: 763, Keyword number: 17
vincent_gallo: Topic: 763, Keyword number: 18
practically_flesh-and-blood: Topic: 763, Keyword number: 19
personality_quirk: Topic: 763, Keyword number: 20
particular_personality: Topic: 763, Keyword number: 21
lack_complexity: Topic: 763, Keyword number: 22
seems_possessed: Topic: 763, Keyword number: 23
clown_lampooning: Topic: 763, Keyword number: 24
trek: Topic: 764, Keyword number: 0
first: Topic: 764, Keyword number: 1
right: Topic: 764, Keyword number: 2
well: Topic: 764, Keyword number: 3
ba'ku: Topic: 764, Keyword number: 4
let: Topic: 764, Keyword number: 5
insurrection: Topic: 764, Keyword number: 6
woman: Topic: 764, Keyword number: 7
perhaps: Topic: 764, Keyword number: 8
star_trek: Topic: 764, Keyword number: 9
best: Topic: 764, Keyword number: 10
gun: Topic: 764, Keyword number: 11
say: Topic: 764, Keyword number: 12
picard: Topic: 764, Keyword number: 13
lot: Topic: 764, Keyword number: 14
way: Topic: 764, Keyword number: 15
might: Topic: 764, Keyword number: 16
enterprise: Topic: 764, Keyword number: 17
fiction: Topic: 764, Keyword number: 18
also: Topic: 764, Keyword number: 19
political: Topic: 764, Keyword number: 20
known: Topic: 764, Keyword number: 21
seems: Topic: 764, Keyword number: 22
science: Topic: 764, Keyword number: 23
movie: Topic: 764, Keyword number: 24
wide: Topic: 765, Keyword number: 0
pam: Topic: 765, Keyword number: 1
satine: Topic: 765, Keyword number: 2
moulin_rogue: Topic: 765, Keyword number: 3
pam's: Topic: 765, Keyword number: 4
wide_shut: Topic: 765, Keyword number: 5
rogue: Topic: 765, Keyword number: 6
kidman: Topic: 765, Keyword number: 7
normal_life: Topic: 765, Keyword number: 8
zidler: Topic: 765, Keyword number: 9
baz: Topic: 765, Keyword number: 10
rouge: Topic: 765, Keyword number: 11
mcnaughton's: Topic: 765, Keyword number: 12
duke: Topic: 765, Keyword number: 13
nicole_kidman: Topic: 765, Keyword number: 14
luke_perry: Topic: 765, Keyword number: 15
wide_open: Topic: 765, Keyword number: 16
mcnaughton: Topic: 765, Keyword number: 17
richard_roxburgh: Topic: 765, Keyword number: 18
roxburgh: Topic: 765, Keyword number: 19
jim_broadbent: Topic: 765, Keyword number: 20
john_mcnaughton's: Topic: 765, Keyword number: 21
stanley_kubrick's: Topic: 765, Keyword number: 22
richards: Topic: 765, Keyword number: 23
mcgregor: Topic: 765, Keyword number: 24
film_sinking: Topic: 766, Keyword number: 0
actually_seemed: Topic: 766, Keyword number: 1
funny_actually: Topic: 766, Keyword number: 2
come_funny: Topic: 766, Keyword number: 3
fine_gallo's: Topic: 766, Keyword number: 4
filmed_particular: Topic: 766, Keyword number: 5
constantly_humor: Topic: 766, Keyword number: 6
within_house: Topic: 766, Keyword number: 7
arrive_parent's: Topic: 766, Keyword number: 8
act_wife: Topic: 766, Keyword number: 9
tarantino_rodriguez: Topic: 766, Keyword number: 10
bit_seriously: Topic: 766, Keyword number: 11
twister_always: Topic: 766, Keyword number: 12
table_keitel: Topic: 766, Keyword number: 13
every_waking: Topic: 766, Keyword number: 14
character_funny: Topic: 766, Keyword number: 15
may_groundbreakingly: Topic: 766, Keyword number: 16
bright_performer: Topic: 766, Keyword number: 17
soon_jessica: Topic: 766, Keyword number: 18
tried-and-true_effort: Topic: 766, Keyword number: 19
saying_every: Topic: 766, Keyword number: 20
mean_great: Topic: 766, Keyword number: 21
rendezvous: Topic: 766, Keyword number: 22
arrive: Topic: 766, Keyword number: 23
elfman: Topic: 766, Keyword number: 24
barnes: Topic: 767, Keyword number: 0
fishing: Topic: 767, Keyword number: 1
jack_douglas: Topic: 767, Keyword number: 2
windsor_davies: Topic: 767, Keyword number: 3
davies: Topic: 767, Keyword number: 4
sommer: Topic: 767, Keyword number: 5
involves: Topic: 767, Keyword number: 6
political_analysis: Topic: 767, Keyword number: 7
undifferentiated_unconsidered: Topic: 767, Keyword number: 8
admirable_restraint: Topic: 767, Keyword number: 9
discarding_shrewish: Topic: 767, Keyword number: 10
match_meanwhile: Topic: 767, Keyword number: 11
would_surprised: Topic: 767, Keyword number: 12
fun_worthy: Topic: 767, Keyword number: 13
young_cast: Topic: 767, Keyword number: 14
volcano_film: Topic: 767, Keyword number: 15
signs_displeasure: Topic: 767, Keyword number: 16
really_happen: Topic: 767, Keyword number: 17
well-rounded_stories: Topic: 767, Keyword number: 18
spector_jeremy: Topic: 767, Keyword number: 19
angry_backlash: Topic: 767, Keyword number: 20
man_earl: Topic: 767, Keyword number: 21
tangentially_connected: Topic: 767, Keyword number: 22
however_although: Topic: 767, Keyword number: 23
carry_film: Topic: 767, Keyword number: 24
marianne: Topic: 768, Keyword number: 0
rudolph: Topic: 768, Keyword number: 1
tornadoes: Topic: 768, Keyword number: 2
anne_frank: Topic: 768, Keyword number: 3
twisters: Topic: 768, Keyword number: 4
parker: Topic: 768, Keyword number: 5
suspiciously_like: Topic: 768, Keyword number: 6
settled_life: Topic: 768, Keyword number: 7
president_unfolds: Topic: 768, Keyword number: 8
doubts_tanner's: Topic: 768, Keyword number: 9
despite_experienced: Topic: 768, Keyword number: 10
preparations_destroy: Topic: 768, Keyword number: 11
pursuing_sex-scandal: Topic: 768, Keyword number: 12
best_documentary: Topic: 768, Keyword number: 13
winner_last: Topic: 768, Keyword number: 14
touched_young: Topic: 768, Keyword number: 15
meet_learn: Topic: 768, Keyword number: 16
happened_terrible: Topic: 768, Keyword number: 17
footage_historical: Topic: 768, Keyword number: 18
filmed_death: Topic: 768, Keyword number: 19
recounts_found: Topic: 768, Keyword number: 20
one_family's: Topic: 768, Keyword number: 21
miep: Topic: 768, Keyword number: 22
times_anne: Topic: 768, Keyword number: 23
sometimes-tedious_often-moving: Topic: 768, Keyword number: 24
food: Topic: 769, Keyword number: 0
goro: Topic: 769, Keyword number: 1
noodle: Topic: 769, Keyword number: 2
bowl: Topic: 769, Keyword number: 3
meal: Topic: 769, Keyword number: 4
soup: Topic: 769, Keyword number: 5
noodle_shop: Topic: 769, Keyword number: 6
atheist: Topic: 769, Keyword number: 7
bowl_ramen: Topic: 769, Keyword number: 8
america: Topic: 769, Keyword number: 9
tried_hand: Topic: 769, Keyword number: 10
war_dad: Topic: 769, Keyword number: 11
location_mobbed: Topic: 769, Keyword number: 12
original_better: Topic: 769, Keyword number: 13
inevitable_doubt: Topic: 769, Keyword number: 14
million_hit: Topic: 769, Keyword number: 15
solution_combines: Topic: 769, Keyword number: 16
perfect_solution: Topic: 769, Keyword number: 17
incarnations_golden: Topic: 769, Keyword number: 18
numerous_flaws: Topic: 769, Keyword number: 19
another_coincidence: Topic: 769, Keyword number: 20
worse_luck: Topic: 769, Keyword number: 21
optimism_blah: Topic: 769, Keyword number: 22
friedrich_nietzsche: Topic: 769, Keyword number: 23
moralist_american: Topic: 769, Keyword number: 24
kurtz: Topic: 770, Keyword number: 0
willard: Topic: 770, Keyword number: 1
mission: Topic: 770, Keyword number: 2
apocalypse: Topic: 770, Keyword number: 3
kilgore: Topic: 770, Keyword number: 4
sheen: Topic: 770, Keyword number: 5
ever_made: Topic: 770, Keyword number: 6
brilliant: Topic: 770, Keyword number: 7
vietnam: Topic: 770, Keyword number: 8
base: Topic: 770, Keyword number: 9
captain: Topic: 770, Keyword number: 10
amount: Topic: 770, Keyword number: 11
i've_seen: Topic: 770, Keyword number: 12
tracy: Topic: 770, Keyword number: 13
surf: Topic: 770, Keyword number: 14
vietnam_war: Topic: 770, Keyword number: 15
boy_bubby: Topic: 770, Keyword number: 16
ant: Topic: 770, Keyword number: 17
darkness: Topic: 770, Keyword number: 18
encounter: Topic: 770, Keyword number: 19
stunning: Topic: 770, Keyword number: 20
jeff: Topic: 770, Keyword number: 21
corruption: Topic: 770, Keyword number: 22
puts: Topic: 770, Keyword number: 23
best: Topic: 770, Keyword number: 24
kidman: Topic: 771, Keyword number: 0
got: Topic: 771, Keyword number: 1
suzanne: Topic: 771, Keyword number: 2
blonde: Topic: 771, Keyword number: 3
smart: Topic: 771, Keyword number: 4
plays: Topic: 771, Keyword number: 5
opportunity: Topic: 771, Keyword number: 6
phoenix: Topic: 771, Keyword number: 7
pink: Topic: 771, Keyword number: 8
given: Topic: 771, Keyword number: 9
elle: Topic: 771, Keyword number: 10
secrets_lies: Topic: 771, Keyword number: 11
discussion: Topic: 771, Keyword number: 12
plus: Topic: 771, Keyword number: 13
explores: Topic: 771, Keyword number: 14
kick: Topic: 771, Keyword number: 15
susan: Topic: 771, Keyword number: 16
strongly: Topic: 771, Keyword number: 17
message: Topic: 771, Keyword number: 18
five: Topic: 771, Keyword number: 19
almost: Topic: 771, Keyword number: 20
legally_blonde: Topic: 771, Keyword number: 21
hip-hop_artists: Topic: 771, Keyword number: 22
upper_hand: Topic: 771, Keyword number: 23
seen_quite: Topic: 771, Keyword number: 24
brown: Topic: 772, Keyword number: 0
pulp: Topic: 772, Keyword number: 1
tim: Topic: 772, Keyword number: 2
tarantino's: Topic: 772, Keyword number: 3
played: Topic: 772, Keyword number: 4
although: Topic: 772, Keyword number: 5
apartment: Topic: 772, Keyword number: 6
note: Topic: 772, Keyword number: 7
jackson: Topic: 772, Keyword number: 8
anna: Topic: 772, Keyword number: 9
career: Topic: 772, Keyword number: 10
genre: Topic: 772, Keyword number: 11
swingers: Topic: 772, Keyword number: 12
uma: Topic: 772, Keyword number: 13
travolta: Topic: 772, Keyword number: 14
samuel_jackson: Topic: 772, Keyword number: 15
samuel: Topic: 772, Keyword number: 16
adds: Topic: 772, Keyword number: 17
around: Topic: 772, Keyword number: 18
nearly: Topic: 772, Keyword number: 19
curve: Topic: 772, Keyword number: 20
marsellus: Topic: 772, Keyword number: 21
blaxploitation: Topic: 772, Keyword number: 22
deliciously: Topic: 772, Keyword number: 23
detective: Topic: 772, Keyword number: 24
lambeau: Topic: 773, Keyword number: 0
colors: Topic: 773, Keyword number: 1
praise: Topic: 773, Keyword number: 2
democrats: Topic: 773, Keyword number: 3
already_done: Topic: 773, Keyword number: 4
skarsg: Topic: 773, Keyword number: 5
explode: Topic: 773, Keyword number: 6
albania: Topic: 773, Keyword number: 7
shoe: Topic: 773, Keyword number: 8
found_today's: Topic: 773, Keyword number: 9
things_rarely: Topic: 773, Keyword number: 10
writer-director_wong: Topic: 773, Keyword number: 11
confines_slasher: Topic: 773, Keyword number: 12
supererogatory_aforementioned: Topic: 773, Keyword number: 13
actors_equip: Topic: 773, Keyword number: 14
sawa's_however: Topic: 773, Keyword number: 15
believe_wasn't: Topic: 773, Keyword number: 16
star_put: Topic: 773, Keyword number: 17
scenes_final: Topic: 773, Keyword number: 18
setpieces_horror: Topic: 773, Keyword number: 19
spoken_sympathetic: Topic: 773, Keyword number: 20
connection_alex's: Topic: 773, Keyword number: 21
sudden_connection: Topic: 773, Keyword number: 22
plane_fellow: Topic: 773, Keyword number: 23
decide_fate: Topic: 773, Keyword number: 24
carlos: Topic: 774, Keyword number: 0
tati: Topic: 774, Keyword number: 1
vacances_hulot: Topic: 774, Keyword number: 2
vacances: Topic: 774, Keyword number: 3
skarsg: Topic: 774, Keyword number: 4
matches: Topic: 774, Keyword number: 5
school: Topic: 774, Keyword number: 6
michele's: Topic: 774, Keyword number: 7
troy's_mistreated: Topic: 774, Keyword number: 8
castor_troy's: Topic: 774, Keyword number: 9
yearbook: Topic: 774, Keyword number: 10
film_somehow: Topic: 774, Keyword number: 11
dunst: Topic: 774, Keyword number: 12
paper: Topic: 774, Keyword number: 13
travolta: Topic: 774, Keyword number: 14
ought: Topic: 774, Keyword number: 15
even_outsider: Topic: 774, Keyword number: 16
gal_success: Topic: 774, Keyword number: 17
new_cigarette: Topic: 774, Keyword number: 18
heather_invented: Topic: 774, Keyword number: 19
mooney_heather: Topic: 774, Keyword number: 20
hierarchy_consisted: Topic: 774, Keyword number: 21
stills: Topic: 774, Keyword number: 22
finfer_dissolves: Topic: 774, Keyword number: 23
schiff's_script: Topic: 774, Keyword number: 24
thorton: Topic: 775, Keyword number: 0
cosmetics_provocative: Topic: 775, Keyword number: 1
cosmetics: Topic: 775, Keyword number: 2
matters_combined: Topic: 775, Keyword number: 3
help_laugh: Topic: 775, Keyword number: 4
ask_exactly: Topic: 775, Keyword number: 5
central_plot: Topic: 775, Keyword number: 6
going_waste: Topic: 775, Keyword number: 7
whilst_kathy: Topic: 775, Keyword number: 8
humanity_rectitude: Topic: 775, Keyword number: 9
understand_want: Topic: 775, Keyword number: 10
characters_letting: Topic: 775, Keyword number: 11
look_something: Topic: 775, Keyword number: 12
take_bold: Topic: 775, Keyword number: 13
noses: Topic: 775, Keyword number: 14
irritatingly: Topic: 775, Keyword number: 15
president's_advisors: Topic: 775, Keyword number: 16
would-be_president's: Topic: 775, Keyword number: 17
whether_keeping: Topic: 775, Keyword number: 18
new_advisor: Topic: 775, Keyword number: 19
thompson_doubt: Topic: 775, Keyword number: 20
stanton_doesn't: Topic: 775, Keyword number: 21
honest_look: Topic: 775, Keyword number: 22
henry_burton: Topic: 775, Keyword number: 23
traditional_setting: Topic: 775, Keyword number: 24
spike: Topic: 776, Keyword number: 0
law: Topic: 776, Keyword number: 1
strike: Topic: 776, Keyword number: 2
jennifer: Topic: 776, Keyword number: 3
distributing_scented: Topic: 776, Keyword number: 4
welch_holland: Topic: 776, Keyword number: 5
soon-to-be-published_novel: Topic: 776, Keyword number: 6
smith_based: Topic: 776, Keyword number: 7
who's_joyously: Topic: 776, Keyword number: 8
luketic: Topic: 776, Keyword number: 9
problem-solving_first-time: Topic: 776, Keyword number: 10
penchant_problem-solving: Topic: 776, Keyword number: 11
observation_penchant: Topic: 776, Keyword number: 12
there's_wit: Topic: 776, Keyword number: 13
heckerling_there's: Topic: 776, Keyword number: 14
teen-comedy_film-maker: Topic: 776, Keyword number: 15
beau_luke: Topic: 776, Keyword number: 16
murder_trial: Topic: 776, Keyword number: 17
boston_murder: Topic: 776, Keyword number: 18
defendant_ali: Topic: 776, Keyword number: 19
rescuing_defendant: Topic: 776, Keyword number: 20
tenaciously_thrives: Topic: 776, Keyword number: 21
flaxen-haired_fish-out-of-water: Topic: 776, Keyword number: 22
connecticut_elle: Topic: 776, Keyword number: 23
snobby_brunette: Topic: 776, Keyword number: 24
assigned_topic: Topic: 777, Keyword number: 0
rushmore: Topic: 777, Keyword number: 1
miss_cross: Topic: 777, Keyword number: 2
closet: Topic: 777, Keyword number: 3
refreshingly_enough: Topic: 777, Keyword number: 4
warm-up: Topic: 777, Keyword number: 5
fraser_weisz: Topic: 777, Keyword number: 6
enough_special: Topic: 777, Keyword number: 7
way_sommers: Topic: 777, Keyword number: 8
rising's_kevin: Topic: 777, Keyword number: 9
taking_part: Topic: 777, Keyword number: 10
buried_alive: Topic: 777, Keyword number: 11
underneath_priest: Topic: 777, Keyword number: 12
bandages_like: Topic: 777, Keyword number: 13
sommers_also: Topic: 777, Keyword number: 14
woo_alicia: Topic: 777, Keyword number: 15
second-tier: Topic: 777, Keyword number: 16
like_grifters: Topic: 777, Keyword number: 17
dose_humor: Topic: 777, Keyword number: 18
long_material: Topic: 777, Keyword number: 19
proves_disloyal: Topic: 777, Keyword number: 20
brown_flight: Topic: 777, Keyword number: 21
scenes_question: Topic: 777, Keyword number: 22
view_tarantino's: Topic: 777, Keyword number: 23
that's_jackie: Topic: 777, Keyword number: 24
focus_michael: Topic: 778, Keyword number: 0
perilous_journey: Topic: 778, Keyword number: 1
established_bright: Topic: 778, Keyword number: 2
time_using: Topic: 778, Keyword number: 3
authority_action: Topic: 778, Keyword number: 4
vague: Topic: 778, Keyword number: 5
boogieman: Topic: 779, Keyword number: 0
pitch: Topic: 779, Keyword number: 1
diesel: Topic: 779, Keyword number: 2
form_johns: Topic: 779, Keyword number: 3
riddick: Topic: 779, Keyword number: 4
runs_throughout: Topic: 779, Keyword number: 5
faith_whether: Topic: 779, Keyword number: 6
atheist: Topic: 779, Keyword number: 7
president's: Topic: 779, Keyword number: 8
added: Topic: 779, Keyword number: 9
passion: Topic: 779, Keyword number: 10
boogieman_shows: Topic: 779, Keyword number: 11
fabricated: Topic: 779, Keyword number: 12
may_lured: Topic: 779, Keyword number: 13
twohy_may: Topic: 779, Keyword number: 14
tell_twohy: Topic: 779, Keyword number: 15
situation_trappings: Topic: 779, Keyword number: 16
skills_little: Topic: 779, Keyword number: 17
riddick's: Topic: 779, Keyword number: 18
yes_appearance: Topic: 779, Keyword number: 19
times_reminiscent: Topic: 779, Keyword number: 20
freshest_times: Topic: 779, Keyword number: 21
nitpicked_creatures: Topic: 779, Keyword number: 22
flaws_nitpicked: Topic: 779, Keyword number: 23
nitpicked: Topic: 779, Keyword number: 24
jordan: Topic: 780, Keyword number: 0
maybe: Topic: 780, Keyword number: 1
ways: Topic: 780, Keyword number: 2
central: Topic: 780, Keyword number: 3
finds: Topic: 780, Keyword number: 4
archer: Topic: 780, Keyword number: 5
heart: Topic: 780, Keyword number: 6
herskovitz: Topic: 780, Keyword number: 7
acted: Topic: 780, Keyword number: 8
little_family: Topic: 780, Keyword number: 9
ryder: Topic: 780, Keyword number: 10
nello's: Topic: 780, Keyword number: 11
imagery: Topic: 780, Keyword number: 12
age_innocence: Topic: 780, Keyword number: 13
dining: Topic: 780, Keyword number: 14
rosaleen: Topic: 780, Keyword number: 15
marshall: Topic: 780, Keyword number: 16
really_good: Topic: 780, Keyword number: 17
attracted: Topic: 780, Keyword number: 18
palace: Topic: 780, Keyword number: 19
alien: Topic: 780, Keyword number: 20
sewell: Topic: 780, Keyword number: 21
hardly: Topic: 780, Keyword number: 22
conclusion: Topic: 780, Keyword number: 23
become: Topic: 780, Keyword number: 24
walk_strutting: Topic: 781, Keyword number: 0
half-hearted_awkward: Topic: 781, Keyword number: 1
smiles_shooting: Topic: 781, Keyword number: 2
he's: Topic: 782, Keyword number: 0
heist: Topic: 782, Keyword number: 1
like: Topic: 782, Keyword number: 2
beatrice: Topic: 782, Keyword number: 3
edward: Topic: 782, Keyword number: 4
home: Topic: 782, Keyword number: 5
person: Topic: 782, Keyword number: 6
kind: Topic: 782, Keyword number: 7
douglas: Topic: 782, Keyword number: 8
sci-fi: Topic: 782, Keyword number: 9
brother: Topic: 782, Keyword number: 10
next: Topic: 782, Keyword number: 11
father: Topic: 782, Keyword number: 12
attention: Topic: 782, Keyword number: 13
safe: Topic: 782, Keyword number: 14
surface: Topic: 782, Keyword number: 15
result: Topic: 782, Keyword number: 16
nick: Topic: 782, Keyword number: 17
montreal: Topic: 782, Keyword number: 18
rob: Topic: 782, Keyword number: 19
demeanor: Topic: 782, Keyword number: 20
connection: Topic: 782, Keyword number: 21
path: Topic: 782, Keyword number: 22
black_men: Topic: 782, Keyword number: 23
score: Topic: 782, Keyword number: 24
seth: Topic: 783, Keyword number: 0
wall_street: Topic: 783, Keyword number: 1
street: Topic: 783, Keyword number: 2
boiler: Topic: 783, Keyword number: 3
stock: Topic: 783, Keyword number: 4
greed: Topic: 783, Keyword number: 5
katt: Topic: 783, Keyword number: 6
affleck: Topic: 783, Keyword number: 7
hulce: Topic: 783, Keyword number: 8
role_might: Topic: 783, Keyword number: 9
ploys: Topic: 783, Keyword number: 10
younger's: Topic: 783, Keyword number: 11
stock_exchange: Topic: 783, Keyword number: 12
power_greed: Topic: 783, Keyword number: 13
customer: Topic: 783, Keyword number: 14
broker: Topic: 783, Keyword number: 15
nia: Topic: 783, Keyword number: 16
child-like: Topic: 783, Keyword number: 17
dad: Topic: 783, Keyword number: 18
stunning: Topic: 783, Keyword number: 19
abraham: Topic: 783, Keyword number: 20
younger: Topic: 783, Keyword number: 21
world_cast: Topic: 783, Keyword number: 22
roles_stay: Topic: 783, Keyword number: 23
jealousy_time: Topic: 783, Keyword number: 24
indian: Topic: 784, Keyword number: 0
wedding: Topic: 784, Keyword number: 1
mira: Topic: 784, Keyword number: 2
family_members: Topic: 784, Keyword number: 3
several_family: Topic: 784, Keyword number: 4
sabrina: Topic: 784, Keyword number: 5
nair: Topic: 784, Keyword number: 6
multi-day: Topic: 784, Keyword number: 7
family_wedding: Topic: 784, Keyword number: 8
verma: Topic: 784, Keyword number: 9
step_debris: Topic: 784, Keyword number: 10
almost_way: Topic: 784, Keyword number: 11
seen_laughing: Topic: 784, Keyword number: 12
anything_really: Topic: 784, Keyword number: 13
could've_fallen: Topic: 784, Keyword number: 14
care_quite: Topic: 784, Keyword number: 15
prevalent_parts: Topic: 784, Keyword number: 16
roles_wouldn't: Topic: 784, Keyword number: 17
falls_max's: Topic: 784, Keyword number: 18
mia_kirshner: Topic: 784, Keyword number: 19
prosky_turn: Topic: 784, Keyword number: 20
hollander_uses: Topic: 784, Keyword number: 21
directly_alan: Topic: 784, Keyword number: 22
high_ratings: Topic: 784, Keyword number: 23
writes_scripts: Topic: 784, Keyword number: 24
capacity_anyway: Topic: 785, Keyword number: 0
steven_king's: Topic: 785, Keyword number: 1
touchstone_pictures: Topic: 785, Keyword number: 2
criminal_father: Topic: 785, Keyword number: 3
finally_realized: Topic: 785, Keyword number: 4
virtually_unrecognizable: Topic: 785, Keyword number: 5
follows_case: Topic: 785, Keyword number: 6
world_fall: Topic: 785, Keyword number: 7
seen_really: Topic: 785, Keyword number: 8
looking_quick: Topic: 785, Keyword number: 9
coulda_cut: Topic: 785, Keyword number: 10
made_completely: Topic: 785, Keyword number: 11
crash_structured: Topic: 785, Keyword number: 12
surface_it's: Topic: 785, Keyword number: 13
color_maybe: Topic: 785, Keyword number: 14
jekyll_apparently: Topic: 785, Keyword number: 15
without_separated: Topic: 785, Keyword number: 16
conscience_two: Topic: 785, Keyword number: 17
adjust: Topic: 785, Keyword number: 18
took_quite: Topic: 785, Keyword number: 19
except_there's: Topic: 785, Keyword number: 20
level_exceedingly: Topic: 785, Keyword number: 21
abuse_anti-woman: Topic: 785, Keyword number: 22
jekyll/hyde: Topic: 785, Keyword number: 23
something_bright: Topic: 785, Keyword number: 24
queen: Topic: 786, Keyword number: 0
blanchett: Topic: 786, Keyword number: 1
kingdom: Topic: 786, Keyword number: 2
queen_elizabeth: Topic: 786, Keyword number: 3
catholic: Topic: 786, Keyword number: 4
joseph_fiennes: Topic: 786, Keyword number: 5
kiss_girl: Topic: 786, Keyword number: 6
shakespeare_love: Topic: 786, Keyword number: 7
scene_end: Topic: 786, Keyword number: 8
entire_journey: Topic: 786, Keyword number: 9
performance_deserving: Topic: 786, Keyword number: 10
true_problems: Topic: 786, Keyword number: 11
execution_problems: Topic: 786, Keyword number: 12
deeply_powerful: Topic: 786, Keyword number: 13
done_score: Topic: 786, Keyword number: 14
movie_visually: Topic: 786, Keyword number: 15
last_half-hour: Topic: 786, Keyword number: 16
willard's_experiences: Topic: 786, Keyword number: 17
boat_cambodian: Topic: 786, Keyword number: 18
war_one: Topic: 786, Keyword number: 19
days_left: Topic: 786, Keyword number: 20
certainly_since: Topic: 786, Keyword number: 21
mermaid_revolution: Topic: 786, Keyword number: 22
forever_pricks: Topic: 786, Keyword number: 23
days_make: Topic: 786, Keyword number: 24
person_added: Topic: 787, Keyword number: 0
williamson's_judgment: Topic: 787, Keyword number: 1
suspects_staggering: Topic: 787, Keyword number: 2
daylight_builds: Topic: 787, Keyword number: 3
dewey_gale: Topic: 787, Keyword number: 4
killer_list: Topic: 787, Keyword number: 5
edvard_munch-esque: Topic: 787, Keyword number: 6
fun_slasher: Topic: 787, Keyword number: 7
age_don't: Topic: 787, Keyword number: 8
waiting_could: Topic: 787, Keyword number: 9
watch_couple: Topic: 787, Keyword number: 10
really_slow: Topic: 787, Keyword number: 11
warm_inside: Topic: 787, Keyword number: 12
idealism_makes: Topic: 787, Keyword number: 13
kids_it's: Topic: 787, Keyword number: 14
way_happiness: Topic: 787, Keyword number: 15
you'll_excuse: Topic: 787, Keyword number: 16
emailing_strictly: Topic: 787, Keyword number: 17
beautiful_dates: Topic: 787, Keyword number: 18
