like: Topic: 0, Keyword number: 0
phantom_menace: Topic: 88, Keyword number: 11
special_effects: Topic: 88, Keyword number: 12
film: Topic: 88, Keyword number: 13
wars: Topic: 88, Keyword number: 14
find: Topic: 88, Keyword number: 15
see: Topic: 88, Keyword number: 16
far: Topic: 88, Keyword number: 17
much: Topic: 88, Keyword number: 18
first: Topic: 88, Keyword number: 19
x-files: Topic: 88, Keyword number: 20
would: Topic: 88, Keyword number: 21
still: Topic: 88, Keyword number: 22
take: Topic: 88, Keyword number: 23
like: Topic: 88, Keyword number: 24
life: Topic: 89, Keyword number: 0
character: Topic: 89, Keyword number: 1
movie: Topic: 89, Keyword number: 2
however: Topic: 89, Keyword number: 3
without: Topic: 89, Keyword number: 4
characters: Topic: 89, Keyword number: 5
plays: Topic: 89, Keyword number: 6
look: Topic: 89, Keyword number: 7
end: Topic: 89, Keyword number: 8
perhaps: Topic: 89, Keyword number: 9
relationship: Topic: 89, Keyword number: 10
mystery: Topic: 89, Keyword number: 11
man: Topic: 89, Keyword number: 12
zero: Topic: 89, Keyword number: 13
play: Topic: 89, Keyword number: 14
job: Topic: 89, Keyword number: 15
case: Topic: 89, Keyword number: 16
becomes: Topic: 89, Keyword number: 17
feelings: Topic: 89, Keyword number: 18
criminal: Topic: 89, Keyword number: 19
audience: Topic: 89, Keyword number: 20
trying: Topic: 89, Keyword number: 21
playing: Topic: 89, Keyword number: 22
almost: Topic: 89, Keyword number: 23
sometimes: Topic: 89, Keyword number: 24
film: Topic: 90, Keyword number: 0
like: Topic: 90, Keyword number: 1
alien: Topic: 90, Keyword number: 2
it's: Topic: 90, Keyword number: 3
one: Topic: 90, Keyword number: 4
story: Topic: 90, Keyword number: 5
two: Topic: 90, Keyword number: 6
scene: Topic: 90, Keyword number: 7
well: Topic: 90, Keyword number: 8
first: Topic: 90, Keyword number: 9
see: Topic: 90, Keyword number: 10
get: Topic: 90, Keyword number: 11
films: Topic: 90, Keyword number: 12
i'm: Topic: 90, Keyword number: 13
lot: Topic: 90, Keyword number: 14
things: Topic: 90, Keyword number: 15
plot: Topic: 90, Keyword number: 16
many: Topic: 90, Keyword number: 17
also: Topic: 90, Keyword number: 18
that's: Topic: 90, Keyword number: 19
character: Topic: 90, Keyword number: 20
life: Topic: 90, Keyword number: 21
show: Topic: 90, Keyword number: 22
good: Topic: 90, Keyword number: 23
series: Topic: 90, Keyword number: 24
girls: Topic: 91, Keyword number: 0
spice: Topic: 91, Keyword number: 1
band: Topic: 91, Keyword number: 2
among: Topic: 91, Keyword number: 3
comic_book: Topic: 91, Keyword number: 4
blade: Topic: 91, Keyword number: 5
still: Topic: 91, Keyword number: 6
three: Topic: 91, Keyword number: 7
could: Topic: 91, Keyword number: 8
blue: Topic: 91, Keyword number: 9
men: Topic: 91, Keyword number: 10
look: Topic: 91, Keyword number: 11
von: Topic: 91, Keyword number: 12
lost: Topic: 91, Keyword number: 13
eyes: Topic: 91, Keyword number: 14
sunny: Topic: 91, Keyword number: 15
appearances: Topic: 91, Keyword number: 16
based: Topic: 91, Keyword number: 17
high_school: Topic: 91, Keyword number: 18
made: Topic: 91, Keyword number: 19
kids: Topic: 91, Keyword number: 20
answer: Topic: 91, Keyword number: 21
christ: Topic: 91, Keyword number: 22
everything: Topic: 91, Keyword number: 23
emma: Topic: 91, Keyword number: 24
evil: Topic: 92, Keyword number: 0
powers: Topic: 92, Keyword number: 1
john: Topic: 92, Keyword number: 2
back: Topic: 92, Keyword number: 3
austin: Topic: 92, Keyword number: 4
time: Topic: 92, Keyword number: 5
austin_powers: Topic: 92, Keyword number: 6
great: Topic: 92, Keyword number: 7
original: Topic: 92, Keyword number: 8
mike: Topic: 92, Keyword number: 9
many: Topic: 92, Keyword number: 10
funny: Topic: 92, Keyword number: 11
one: Topic: 92, Keyword number: 12
mike_myers: Topic: 92, Keyword number: 13
much: Topic: 92, Keyword number: 14
sequel: Topic: 92, Keyword number: 15
sex: Topic: 92, Keyword number: 16
take: Topic: 92, Keyword number: 17
laughs: Topic: 92, Keyword number: 18
beyond: Topic: 92, Keyword number: 19
role: Topic: 92, Keyword number: 20
year: Topic: 92, Keyword number: 21
myers: Topic: 92, Keyword number: 22
scott: Topic: 92, Keyword number: 23
prisoners: Topic: 92, Keyword number: 24
troopers: Topic: 93, Keyword number: 0
starship: Topic: 93, Keyword number: 1
starship_troopers: Topic: 93, Keyword number: 2
sweet: Topic: 93, Keyword number: 3
duvall: Topic: 93, Keyword number: 4
hereafter: Topic: 93, Keyword number: 5
bus: Topic: 93, Keyword number: 6
sweet_hereafter: Topic: 93, Keyword number: 7
egoyan: Topic: 93, Keyword number: 8
casablanca: Topic: 93, Keyword number: 9
grace: Topic: 93, Keyword number: 10
town: Topic: 93, Keyword number: 11
behind: Topic: 93, Keyword number: 12
stephens: Topic: 93, Keyword number: 13
accident: Topic: 93, Keyword number: 14
postman: Topic: 93, Keyword number: 15
makes: Topic: 93, Keyword number: 16
plays: Topic: 93, Keyword number: 17
fingernail: Topic: 93, Keyword number: 18
parents: Topic: 93, Keyword number: 19
atom: Topic: 93, Keyword number: 20
team: Topic: 93, Keyword number: 21
rosalba: Topic: 93, Keyword number: 22
heche: Topic: 93, Keyword number: 23
physical: Topic: 93, Keyword number: 24
star_wars: Topic: 94, Keyword number: 0
star: Topic: 94, Keyword number: 1
wars: Topic: 94, Keyword number: 2
young: Topic: 94, Keyword number: 3
darth: Topic: 94, Keyword number: 4
obi-wan: Topic: 94, Keyword number: 5
set: Topic: 94, Keyword number: 6
force: Topic: 94, Keyword number: 7
characters: Topic: 94, Keyword number: 8
vader: Topic: 94, Keyword number: 9
luke: Topic: 94, Keyword number: 10
early: Topic: 94, Keyword number: 11
dark: Topic: 94, Keyword number: 12
qui-gon: Topic: 94, Keyword number: 13
ford: Topic: 94, Keyword number: 14
darth_vader: Topic: 94, Keyword number: 15
skywalker: Topic: 94, Keyword number: 16
anakin: Topic: 94, Keyword number: 17
george_lucas: Topic: 94, Keyword number: 18
father: Topic: 94, Keyword number: 19
easily: Topic: 94, Keyword number: 20
seen: Topic: 94, Keyword number: 21
obi-wan_kenobi: Topic: 94, Keyword number: 22
film's: Topic: 94, Keyword number: 23
tatooine: Topic: 94, Keyword number: 24
derek: Topic: 95, Keyword number: 0
japanese: Topic: 95, Keyword number: 1
american: Topic: 95, Keyword number: 2
bridge: Topic: 95, Keyword number: 3
col: Topic: 95, Keyword number: 4
prison: Topic: 95, Keyword number: 5
river: Topic: 95, Keyword number: 6
kevin_smith: Topic: 95, Keyword number: 7
nicholson: Topic: 95, Keyword number: 8
david: Topic: 95, Keyword number: 9
officer: Topic: 95, Keyword number: 10
jackal: Topic: 95, Keyword number: 11
american_history: Topic: 95, Keyword number: 12
joe_black: Topic: 95, Keyword number: 13
anderson: Topic: 95, Keyword number: 14
derek's: Topic: 95, Keyword number: 15
black: Topic: 95, Keyword number: 16
col_nicholson: Topic: 95, Keyword number: 17
kwai: Topic: 95, Keyword number: 18
interesting: Topic: 95, Keyword number: 19
river_kwai: Topic: 95, Keyword number: 20
bridge_river: Topic: 95, Keyword number: 21
military: Topic: 95, Keyword number: 22
person: Topic: 95, Keyword number: 23
without: Topic: 95, Keyword number: 24
new_york: Topic: 96, Keyword number: 0
new: Topic: 96, Keyword number: 1
robocop: Topic: 96, Keyword number: 2
york: Topic: 96, Keyword number: 3
money: Topic: 96, Keyword number: 4
law: Topic: 96, Keyword number: 5
martin: Topic: 96, Keyword number: 6
michael: Topic: 96, Keyword number: 7
human: Topic: 96, Keyword number: 8
whose: Topic: 96, Keyword number: 9
verhoeven: Topic: 96, Keyword number: 10
journey: Topic: 96, Keyword number: 11
ford: Topic: 96, Keyword number: 12
willis: Topic: 96, Keyword number: 13
richard: Topic: 96, Keyword number: 14
left: Topic: 96, Keyword number: 15
agent: Topic: 96, Keyword number: 16
rich: Topic: 96, Keyword number: 17
government: Topic: 96, Keyword number: 18
robert: Topic: 96, Keyword number: 19
gere: Topic: 96, Keyword number: 20
common: Topic: 96, Keyword number: 21
screen: Topic: 96, Keyword number: 22
great: Topic: 96, Keyword number: 23
impact: Topic: 96, Keyword number: 24
smart: Topic: 97, Keyword number: 0
husband: Topic: 97, Keyword number: 1
made: Topic: 97, Keyword number: 2
uses: Topic: 97, Keyword number: 3
may: Topic: 97, Keyword number: 4
shown: Topic: 97, Keyword number: 5
simply: Topic: 97, Keyword number: 6
max: Topic: 97, Keyword number: 7
anything: Topic: 97, Keyword number: 8
inspired: Topic: 97, Keyword number: 9
greater: Topic: 97, Keyword number: 10
version: Topic: 97, Keyword number: 11
country: Topic: 97, Keyword number: 12
title: Topic: 97, Keyword number: 13
bit: Topic: 97, Keyword number: 14
brad: Topic: 97, Keyword number: 15
care: Topic: 97, Keyword number: 16
point_view: Topic: 97, Keyword number: 17
told: Topic: 97, Keyword number: 18
state: Topic: 97, Keyword number: 19
sense: Topic: 97, Keyword number: 20
set: Topic: 97, Keyword number: 21
andreas: Topic: 97, Keyword number: 22
beauty: Topic: 97, Keyword number: 23
enemy: Topic: 97, Keyword number: 24
story: Topic: 98, Keyword number: 0
one: Topic: 98, Keyword number: 1
toy: Topic: 98, Keyword number: 2
like: Topic: 98, Keyword number: 3
also: Topic: 98, Keyword number: 4
get: Topic: 98, Keyword number: 5
kids: Topic: 98, Keyword number: 6
film: Topic: 98, Keyword number: 7
woody: Topic: 98, Keyword number: 8
movies: Topic: 98, Keyword number: 9
it's: Topic: 98, Keyword number: 10
voice: Topic: 98, Keyword number: 11
great: Topic: 98, Keyword number: 12
time: Topic: 98, Keyword number: 13
come: Topic: 98, Keyword number: 14
toy_story: Topic: 98, Keyword number: 15
something: Topic: 98, Keyword number: 16
would: Topic: 98, Keyword number: 17
toys: Topic: 98, Keyword number: 18
action: Topic: 98, Keyword number: 19
life: Topic: 98, Keyword number: 20
know: Topic: 98, Keyword number: 21
end: Topic: 98, Keyword number: 22
video: Topic: 98, Keyword number: 23
probably: Topic: 98, Keyword number: 24
characters: Topic: 99, Keyword number: 0
it's: Topic: 99, Keyword number: 1
joe: Topic: 99, Keyword number: 2
two: Topic: 99, Keyword number: 3
guy: Topic: 99, Keyword number: 4
money: Topic: 99, Keyword number: 5
takes: Topic: 99, Keyword number: 6
also: Topic: 99, Keyword number: 7
film's: Topic: 99, Keyword number: 8
cusack: Topic: 99, Keyword number: 9
like: Topic: 99, Keyword number: 10
nuclear: Topic: 99, Keyword number: 11
john: Topic: 99, Keyword number: 12
together: Topic: 99, Keyword number: 13
end: Topic: 99, Keyword number: 14
scene: Topic: 99, Keyword number: 15
several: Topic: 99, Keyword number: 16
big: Topic: 99, Keyword number: 17
around: Topic: 99, Keyword number: 18
character: Topic: 99, Keyword number: 19
doesn't: Topic: 99, Keyword number: 20
first: Topic: 99, Keyword number: 21
given: Topic: 99, Keyword number: 22
man: Topic: 99, Keyword number: 23
least: Topic: 99, Keyword number: 24
