chain_circumstances: Topic: 2, Keyword number: 0
refuse_accept: Topic: 6616, Keyword number: 0
busybody_heart: Topic: 6616, Keyword number: 1
bourgeois: Topic: 6616, Keyword number: 2
saw_film--twice: Topic: 6616, Keyword number: 3
state_control: Topic: 6616, Keyword number: 4
revolution_can't: Topic: 6616, Keyword number: 5
repressiveness_can't: Topic: 6616, Keyword number: 6
missive: Topic: 6616, Keyword number: 7
job_almost: Topic: 6616, Keyword number: 8
refuse: Topic: 6616, Keyword number: 9
pact: Topic: 6616, Keyword number: 10
fine_job: Topic: 6616, Keyword number: 11
juan: Topic: 6616, Keyword number: 12
italy: Topic: 6616, Keyword number: 13
tomorrow_never: Topic: 6618, Keyword number: 0
asian: Topic: 6618, Keyword number: 1
lin_excellent: Topic: 6618, Keyword number: 2
dies_michelle: Topic: 6618, Keyword number: 3
chun: Topic: 6618, Keyword number: 4
michelle_martial: Topic: 6618, Keyword number: 5
became_top: Topic: 6618, Keyword number: 6
retirement_movies: Topic: 6618, Keyword number: 7
put_hospital: Topic: 6618, Keyword number: 8
asian_retail: Topic: 6618, Keyword number: 9
knowledge_notoriety: Topic: 6618, Keyword number: 10
intending: Topic: 6618, Keyword number: 11
rugby_studied: Topic: 6618, Keyword number: 12
learned_cantonese: Topic: 6618, Keyword number: 13
school_learned: Topic: 6618, Keyword number: 14
malay: Topic: 6618, Keyword number: 15
languages_primary: Topic: 6618, Keyword number: 16
partner_less: Topic: 6618, Keyword number: 17
block_committing: Topic: 6618, Keyword number: 18
causes_love: Topic: 6618, Keyword number: 19
must_personal: Topic: 6618, Keyword number: 20
nephews_nieces: Topic: 6618, Keyword number: 21
siblings_nephews: Topic: 6618, Keyword number: 22
also_classy: Topic: 6618, Keyword number: 23
lts_unbelievably: Topic: 6618, Keyword number: 24
film: Topic: 6624, Keyword number: 0
like: Topic: 6624, Keyword number: 1
time: Topic: 6624, Keyword number: 2
hen: Topic: 6624, Keyword number: 3
fans: Topic: 6624, Keyword number: 4
video: Topic: 6624, Keyword number: 5
it's: Topic: 6624, Keyword number: 6
shot: Topic: 6624, Keyword number: 7
get: Topic: 6624, Keyword number: 8
gurgi: Topic: 6624, Keyword number: 9
lot: Topic: 6624, Keyword number: 10
better: Topic: 6624, Keyword number: 11
novel: Topic: 6624, Keyword number: 12
guy: Topic: 6624, Keyword number: 13
story: Topic: 6624, Keyword number: 14
ask: Topic: 6624, Keyword number: 15
meets: Topic: 6624, Keyword number: 16
although: Topic: 6624, Keyword number: 17
roy: Topic: 6624, Keyword number: 18
true: Topic: 6624, Keyword number: 19
likeable: Topic: 6624, Keyword number: 20
seen: Topic: 6624, Keyword number: 21
finale: Topic: 6624, Keyword number: 22
princess: Topic: 6624, Keyword number: 23
classic: Topic: 6624, Keyword number: 24
succeeding: Topic: 6628, Keyword number: 0
lot: Topic: 6629, Keyword number: 0
hand: Topic: 6629, Keyword number: 1
york: Topic: 6629, Keyword number: 2
love_first: Topic: 6629, Keyword number: 3
board: Topic: 6629, Keyword number: 4
chris: Topic: 6629, Keyword number: 5
funny: Topic: 6629, Keyword number: 6
site: Topic: 6629, Keyword number: 7
plane: Topic: 6629, Keyword number: 8
magazines: Topic: 6629, Keyword number: 9
first_sight: Topic: 6629, Keyword number: 10
undress: Topic: 6629, Keyword number: 11
doesn't_realize: Topic: 6629, Keyword number: 12
present_day: Topic: 6629, Keyword number: 13
willis: Topic: 6629, Keyword number: 14
price: Topic: 6629, Keyword number: 15
jones: Topic: 6629, Keyword number: 16
process: Topic: 6629, Keyword number: 17
window: Topic: 6629, Keyword number: 18
everyone_knows: Topic: 6629, Keyword number: 19
impossible: Topic: 6629, Keyword number: 20
finding: Topic: 6629, Keyword number: 21
enormous: Topic: 6629, Keyword number: 22
barry: Topic: 6629, Keyword number: 23
teeth: Topic: 6629, Keyword number: 24
unzipped_constructed: Topic: 6630, Keyword number: 0
cows_mary: Topic: 6630, Keyword number: 1
many_scenes: Topic: 6630, Keyword number: 2
aware: Topic: 6630, Keyword number: 3
prosecuting_attorney: Topic: 6631, Keyword number: 0
aaron_determined: Topic: 6631, Keyword number: 1
edge: Topic: 6631, Keyword number: 2
don't: Topic: 6631, Keyword number: 3
works_costumes: Topic: 6632, Keyword number: 0
berridge: Topic: 6632, Keyword number: 1
deserved_oscar: Topic: 6632, Keyword number: 2
harmless_goofy: Topic: 6635, Keyword number: 0
annoying_admit: Topic: 6635, Keyword number: 1
sent_settle: Topic: 6635, Keyword number: 2
amateurish_dialogue: Topic: 6635, Keyword number: 3
tiredness: Topic: 6635, Keyword number: 4
young_obi-wan: Topic: 6635, Keyword number: 5
move_chooses: Topic: 6636, Keyword number: 0
gets_tiresome: Topic: 6636, Keyword number: 1
blossoms: Topic: 6636, Keyword number: 2
annette_bening: Topic: 6639, Keyword number: 0
production: Topic: 6639, Keyword number: 1
mena: Topic: 6639, Keyword number: 2
ricky: Topic: 6639, Keyword number: 3
like_boyz'n'hood: Topic: 6639, Keyword number: 4
cartoonish_exploration: Topic: 6639, Keyword number: 5
suicidal_escapade: Topic: 6639, Keyword number: 6
needs_every: Topic: 6639, Keyword number: 7
picture-perfect: Topic: 6639, Keyword number: 8
picket: Topic: 6639, Keyword number: 9
powerfully_cynically: Topic: 6639, Keyword number: 10
cynically: Topic: 6639, Keyword number: 11
like_ice: Topic: 6639, Keyword number: 12
character_freak: Topic: 6639, Keyword number: 13
plays_droll: Topic: 6639, Keyword number: 14
screentime_kevin: Topic: 6639, Keyword number: 15
considering_limited: Topic: 6639, Keyword number: 16
obscure_powerful: Topic: 6639, Keyword number: 17
center_providing: Topic: 6639, Keyword number: 18
provide_american: Topic: 6639, Keyword number: 19
neighbors_provide: Topic: 6639, Keyword number: 20
new_attitude: Topic: 6639, Keyword number: 21
asparagus: Topic: 6639, Keyword number: 22
blackmailed_would: Topic: 6639, Keyword number: 23
make_radical: Topic: 6639, Keyword number: 24
really_rest: Topic: 6641, Keyword number: 0
needed_wrap: Topic: 6641, Keyword number: 1
act_angry: Topic: 6641, Keyword number: 2
excellent_flaws: Topic: 6641, Keyword number: 3
heightens_atmosphere: Topic: 6641, Keyword number: 4
excellent_like: Topic: 6641, Keyword number: 5
rollergirl_graham: Topic: 6641, Keyword number: 6
changes_name: Topic: 6641, Keyword number: 7
eddie_joins: Topic: 6641, Keyword number: 8
whalberg_marky: Topic: 6641, Keyword number: 9
film_going: Topic: 6641, Keyword number: 10
innocence_know: Topic: 6641, Keyword number: 11
feel_tingle: Topic: 6641, Keyword number: 12
opera_climax: Topic: 6641, Keyword number: 13
chickens_cutting: Topic: 6641, Keyword number: 14
wars_saga: Topic: 6641, Keyword number: 15
force_strong: Topic: 6641, Keyword number: 16
dissappointed_simply: Topic: 6641, Keyword number: 17
songs: Topic: 6641, Keyword number: 18
shame: Topic: 6641, Keyword number: 19
learn: Topic: 6641, Keyword number: 20
film_good: Topic: 6641, Keyword number: 21
paul: Topic: 6641, Keyword number: 22
songcatcher: Topic: 6644, Keyword number: 0
romantic: Topic: 6644, Keyword number: 1
overact_might: Topic: 6644, Keyword number: 2
noticeably_spectacular: Topic: 6644, Keyword number: 3
convent: Topic: 6644, Keyword number: 4
read_victor: Topic: 6644, Keyword number: 5
transcendent_power: Topic: 6644, Keyword number: 6
transported_transcendent: Topic: 6644, Keyword number: 7
intelligent_extraordinary: Topic: 6644, Keyword number: 8
rated_there's: Topic: 6644, Keyword number: 9
young_opera: Topic: 6644, Keyword number: 10
mahal_young: Topic: 6644, Keyword number: 11
dement_taj: Topic: 6644, Keyword number: 12
taj: Topic: 6644, Keyword number: 13
iris: Topic: 6644, Keyword number: 14
soundtrack_vocalists: Topic: 6644, Keyword number: 15
soulful_soundtrack: Topic: 6644, Keyword number: 16
soulful: Topic: 6644, Keyword number: 17
kerr_i'm: Topic: 6644, Keyword number: 18
kerr: Topic: 6644, Keyword number: 19
colleague_katherine: Topic: 6644, Keyword number: 20
elna_secretly: Topic: 6644, Keyword number: 21
songcatcher_elna: Topic: 6644, Keyword number: 22
statuesque_passionate: Topic: 6644, Keyword number: 23
banjo-picking_aidan: Topic: 6644, Keyword number: 24
paxton's: Topic: 6645, Keyword number: 0
flaunt: Topic: 6645, Keyword number: 1
ever_done: Topic: 6645, Keyword number: 2
previous_worthy: Topic: 6645, Keyword number: 3
situations_gives: Topic: 6645, Keyword number: 4
thankfully_minimal: Topic: 6645, Keyword number: 5
factor_thankfully: Topic: 6645, Keyword number: 6
even_sometimes: Topic: 6645, Keyword number: 7
caught_instead: Topic: 6645, Keyword number: 8
character-controlled: Topic: 6645, Keyword number: 9
appearance_plane: Topic: 6645, Keyword number: 10
thing_usually: Topic: 6645, Keyword number: 11
first_murder: Topic: 6645, Keyword number: 12
involved_occasional: Topic: 6645, Keyword number: 13
test_humanity: Topic: 6645, Keyword number: 14
exercise_like: Topic: 6645, Keyword number: 15
simplistic_times: Topic: 6645, Keyword number: 16
talents_nicely: Topic: 6645, Keyword number: 17
actor_contemporary: Topic: 6645, Keyword number: 18
reversed_near-sweetness: Topic: 6645, Keyword number: 19
told_thornton: Topic: 6645, Keyword number: 20
co-conspirator_begins: Topic: 6645, Keyword number: 21
system_primarily: Topic: 6645, Keyword number: 22
strength_belief: Topic: 6645, Keyword number: 23
endearing_many: Topic: 6645, Keyword number: 24
butch_cassidy: Topic: 6646, Keyword number: 0
upon_loving: Topic: 6646, Keyword number: 1
feel_film: Topic: 6646, Keyword number: 2
nothing_realistic: Topic: 6646, Keyword number: 3
change_play: Topic: 6646, Keyword number: 4
bits_comic: Topic: 6646, Keyword number: 5
remarkable_performances: Topic: 6646, Keyword number: 6
gunslingers: Topic: 6646, Keyword number: 7
left_dead: Topic: 6646, Keyword number: 8
rong_guang: Topic: 6646, Keyword number: 9
guards_played: Topic: 6646, Keyword number: 10
wishes_princess: Topic: 6646, Keyword number: 11
wang_lesser: Topic: 6646, Keyword number: 12
language_adult: Topic: 6646, Keyword number: 13
fun_entertaining: Topic: 6646, Keyword number: 14
devised: Topic: 6646, Keyword number: 15
embraces: Topic: 6646, Keyword number: 16
lewis: Topic: 6646, Keyword number: 17
kong_films: Topic: 6646, Keyword number: 18
fan_genre: Topic: 6648, Keyword number: 0
moroder's_mostly: Topic: 6648, Keyword number: 1
material_major: Topic: 6648, Keyword number: 2
perfectly_suits: Topic: 6648, Keyword number: 3
scorese: Topic: 6648, Keyword number: 4
number_dramatic: Topic: 6648, Keyword number: 5
aquits: Topic: 6648, Keyword number: 6
she's_happy: Topic: 6648, Keyword number: 7
pfeiffer_also: Topic: 6648, Keyword number: 8
sister_wanting: Topic: 6648, Keyword number: 9
fiercely_protective: Topic: 6648, Keyword number: 10
one_conscience: Topic: 6648, Keyword number: 11
stone_director: Topic: 6648, Keyword number: 12
character_early: Topic: 6648, Keyword number: 13
he's_king: Topic: 6648, Keyword number: 14
fucked_sorry: Topic: 6648, Keyword number: 15
anti-hero's_chosen: Topic: 6648, Keyword number: 16
question_may: Topic: 6648, Keyword number: 17
wanting_ask: Topic: 6648, Keyword number: 18
question_audience: Topic: 6648, Keyword number: 19
scarface_radiant: Topic: 6648, Keyword number: 20
operatic: Topic: 6648, Keyword number: 21
powder: Topic: 6648, Keyword number: 22
strongly: Topic: 6648, Keyword number: 23
contains: Topic: 6648, Keyword number: 24
get_emotionally: Topic: 6649, Keyword number: 0
though_last: Topic: 6649, Keyword number: 1
astray_cameron: Topic: 6649, Keyword number: 2
doubt_dialogue: Topic: 6649, Keyword number: 3
use_phrases: Topic: 6649, Keyword number: 4
promising_she'll: Topic: 6649, Keyword number: 5
wasn't_prepared: Topic: 6649, Keyword number: 6
banner_entertainment: Topic: 6649, Keyword number: 7
well_perhaps: Topic: 6649, Keyword number: 8
rescuing_rose: Topic: 6649, Keyword number: 9
cameron's_directing: Topic: 6649, Keyword number: 10
mainly_yes: Topic: 6649, Keyword number: 11
i'd_enjoy: Topic: 6649, Keyword number: 12
rave_reviews: Topic: 6649, Keyword number: 13
titanic_went: Topic: 6649, Keyword number: 14
it's_hyped: Topic: 6649, Keyword number: 15
typical_hollywood: Topic: 6649, Keyword number: 16
enjoyed: Topic: 6649, Keyword number: 17
van_damme: Topic: 6649, Keyword number: 18
ably: Topic: 6649, Keyword number: 19
he'll_watching: Topic: 6650, Keyword number: 0
vogue_slowly: Topic: 6650, Keyword number: 1
well_good: Topic: 6650, Keyword number: 2
daughter_katrina: Topic: 6650, Keyword number: 3
color_playfulness: Topic: 6650, Keyword number: 4
tom_stoppard: Topic: 6650, Keyword number: 5
award-winning_playwright: Topic: 6650, Keyword number: 6
burton's_keen: Topic: 6650, Keyword number: 7
residents_quaint: Topic: 6650, Keyword number: 8
prominent_citizen: Topic: 6650, Keyword number: 9
cameo_martin: Topic: 6650, Keyword number: 10
burton's_update: Topic: 6650, Keyword number: 11
swipe_burton's: Topic: 6650, Keyword number: 12
miranda_richardson: Topic: 6650, Keyword number: 13
plentiful: Topic: 6650, Keyword number: 14
sword: Topic: 6650, Keyword number: 15
imposing: Topic: 6650, Keyword number: 16
also: Topic: 6651, Keyword number: 0
like: Topic: 6651, Keyword number: 1
best: Topic: 6651, Keyword number: 2
characters: Topic: 6651, Keyword number: 3
story: Topic: 6651, Keyword number: 4
two: Topic: 6651, Keyword number: 5
michael: Topic: 6651, Keyword number: 6
many: Topic: 6651, Keyword number: 7
since: Topic: 6651, Keyword number: 8
make: Topic: 6651, Keyword number: 9
he's: Topic: 6651, Keyword number: 10
roberts: Topic: 6651, Keyword number: 11
especially: Topic: 6651, Keyword number: 12
every: Topic: 6651, Keyword number: 13
it's: Topic: 6651, Keyword number: 14
chris: Topic: 6651, Keyword number: 15
however: Topic: 6651, Keyword number: 16
never: Topic: 6651, Keyword number: 17
love: Topic: 6651, Keyword number: 18
actually: Topic: 6651, Keyword number: 19
film: Topic: 6651, Keyword number: 20
look: Topic: 6651, Keyword number: 21
seen: Topic: 6651, Keyword number: 22
strong: Topic: 6651, Keyword number: 23
see: Topic: 6651, Keyword number: 24
overflowing_whimsical: Topic: 6652, Keyword number: 0
slices: Topic: 6652, Keyword number: 1
score_includes: Topic: 6652, Keyword number: 2
look_mason: Topic: 6652, Keyword number: 3
exquisite_especially: Topic: 6652, Keyword number: 4
wang's_direction: Topic: 6652, Keyword number: 5
forethought_caution: Topic: 6652, Keyword number: 6
realizing_potential: Topic: 6652, Keyword number: 7
detective_fed: Topic: 6652, Keyword number: 8
find_identity--struggling: Topic: 6652, Keyword number: 9
life_come: Topic: 6652, Keyword number: 10
people_arthur's: Topic: 6652, Keyword number: 11
david_chan: Topic: 6652, Keyword number: 12
house_arthur's: Topic: 6652, Keyword number: 13
works_whore: Topic: 6652, Keyword number: 14
sister_also: Topic: 6652, Keyword number: 15
joey_married: Topic: 6652, Keyword number: 16
guns_joey: Topic: 6652, Keyword number: 17
meditate_copulate: Topic: 6652, Keyword number: 18
urbano: Topic: 6652, Keyword number: 19
maryann: Topic: 6652, Keyword number: 20
soy: Topic: 6652, Keyword number: 21
actor_whose: Topic: 6652, Keyword number: 22
francisco-based: Topic: 6652, Keyword number: 23
fact_arthur: Topic: 6652, Keyword number: 24
love_death: Topic: 6653, Keyword number: 0
priestley: Topic: 6653, Keyword number: 1
jason: Topic: 6653, Keyword number: 2
theater_looking: Topic: 6653, Keyword number: 3
christof_turned: Topic: 6653, Keyword number: 4
toddler_truman: Topic: 6653, Keyword number: 5
participation_truly: Topic: 6653, Keyword number: 6
authentic_character: Topic: 6653, Keyword number: 7
comedians_excepting: Topic: 6653, Keyword number: 8
touch_plethora: Topic: 6653, Keyword number: 9
paradise/prison: Topic: 6653, Keyword number: 10
niccol_unlikely: Topic: 6653, Keyword number: 11
gattaca_created: Topic: 6653, Keyword number: 12
though_never: Topic: 6653, Keyword number: 13
shots_vibrant: Topic: 6653, Keyword number: 14
takes_cheap: Topic: 6653, Keyword number: 15
fish: Topic: 6653, Keyword number: 16
always-reliable_maury: Topic: 6653, Keyword number: 17
image_surprisingly: Topic: 6653, Keyword number: 18
means_dialogue: Topic: 6653, Keyword number: 19
even_unrequited: Topic: 6653, Keyword number: 20
satirical_approach: Topic: 6653, Keyword number: 21
overtones_little: Topic: 6653, Keyword number: 22
fall-off: Topic: 6653, Keyword number: 23
giles_demeanor: Topic: 6653, Keyword number: 24
score_girls: Topic: 6657, Keyword number: 0
cope_raging: Topic: 6657, Keyword number: 1
boyhood: Topic: 6657, Keyword number: 2
shamelessly: Topic: 6657, Keyword number: 3
end: Topic: 6657, Keyword number: 4
mulan: Topic: 6658, Keyword number: 0
animated: Topic: 6658, Keyword number: 1
mushu: Topic: 6658, Keyword number: 2
mulan's: Topic: 6658, Keyword number: 3
one_man: Topic: 6658, Keyword number: 4
huns: Topic: 6658, Keyword number: 5
pocahontas: Topic: 6658, Keyword number: 6
songs: Topic: 6658, Keyword number: 7
dragon: Topic: 6658, Keyword number: 8
family: Topic: 6658, Keyword number: 9
army: Topic: 6658, Keyword number: 10
sulu: Topic: 6658, Keyword number: 11
heigh: Topic: 6658, Keyword number: 12
since_mulan's: Topic: 6658, Keyword number: 13
every_family: Topic: 6658, Keyword number: 14
wen: Topic: 6658, Keyword number: 15
voiced: Topic: 6658, Keyword number: 16
sidekicks: Topic: 6658, Keyword number: 17
requisite: Topic: 6658, Keyword number: 18
female: Topic: 6658, Keyword number: 19
colors_wind: Topic: 6658, Keyword number: 20
got_movie: Topic: 6658, Keyword number: 21
perfect_we've: Topic: 6658, Keyword number: 22
there's_myagi: Topic: 6658, Keyword number: 23
chinese_americans: Topic: 6658, Keyword number: 24
illness--which_often: Topic: 6660, Keyword number: 0
time_fact: Topic: 6662, Keyword number: 0
role_demented: Topic: 6662, Keyword number: 1
knock: Topic: 6662, Keyword number: 2
wong_fei-hung: Topic: 6662, Keyword number: 3
mindless_kung: Topic: 6662, Keyword number: 4
dragon_director: Topic: 6662, Keyword number: 5
twinkle-toed_floating: Topic: 6662, Keyword number: 6
fight_oppression: Topic: 6662, Keyword number: 7
thrust: Topic: 6662, Keyword number: 8
dan: Topic: 6662, Keyword number: 9
chi: Topic: 6662, Keyword number: 10
master_released: Topic: 6662, Keyword number: 11
wong: Topic: 6662, Keyword number: 12
chinese_film: Topic: 6662, Keyword number: 13
reissue_film: Topic: 6662, Keyword number: 14
hollywood's_rush: Topic: 6662, Keyword number: 15
replaced_soaring: Topic: 6662, Keyword number: 16
likes_schwartznager: Topic: 6662, Keyword number: 17
want: Topic: 6662, Keyword number: 18
generally_mature: Topic: 6667, Keyword number: 0
movie_aura: Topic: 6667, Keyword number: 1
direction_latest: Topic: 6667, Keyword number: 2
crimson_tide: Topic: 6667, Keyword number: 3
views: Topic: 6667, Keyword number: 4
bill: Topic: 6667, Keyword number: 5
chase_long: Topic: 6668, Keyword number: 0
offended_woman: Topic: 6668, Keyword number: 1
uncomfortable_lobby: Topic: 6668, Keyword number: 2
make_anyone: Topic: 6668, Keyword number: 3
astonishing_debut: Topic: 6668, Keyword number: 4
attitude_everything: Topic: 6668, Keyword number: 5
unforgettable--perhaps_disturbing: Topic: 6668, Keyword number: 6
butcher_boy's: Topic: 6668, Keyword number: 7
brutality: Topic: 6668, Keyword number: 8
rage_nosy: Topic: 6668, Keyword number: 9
patrick_mccabe's: Topic: 6668, Keyword number: 10
astonishing: Topic: 6668, Keyword number: 11
adult: Topic: 6668, Keyword number: 12
bad: Topic: 6668, Keyword number: 13
blanchett_cares: Topic: 6669, Keyword number: 0
weaves_romance: Topic: 6669, Keyword number: 1
oscar's_mentor: Topic: 6669, Keyword number: 2
monty_oscar's: Topic: 6669, Keyword number: 3
friend_tom: Topic: 6669, Keyword number: 4
fumbling_insecure: Topic: 6669, Keyword number: 5
passion_oscar: Topic: 6669, Keyword number: 6
emotional_strip: Topic: 6669, Keyword number: 7
easily_considered: Topic: 6669, Keyword number: 8
confessor: Topic: 6669, Keyword number: 9
anglican: Topic: 6669, Keyword number: 10
south_wales: Topic: 6669, Keyword number: 11
coincidences_film: Topic: 6669, Keyword number: 12
year_one: Topic: 6669, Keyword number: 13
two_lead: Topic: 6669, Keyword number: 14
peeled: Topic: 6669, Keyword number: 15
there's_real: Topic: 6669, Keyword number: 16
gem_deserves: Topic: 6669, Keyword number: 17
digs_grave: Topic: 6669, Keyword number: 18
business-like_member: Topic: 6669, Keyword number: 19
hundreds_people: Topic: 6669, Keyword number: 20
poverty_honest: Topic: 6669, Keyword number: 21
enough_henry: Topic: 6669, Keyword number: 22
starting_small: Topic: 6669, Keyword number: 23
local_mob: Topic: 6669, Keyword number: 24
juliet: Topic: 6672, Keyword number: 0
romeo_juliet: Topic: 6672, Keyword number: 1
sorvino: Topic: 6672, Keyword number: 2
tarantino_reservoir: Topic: 6672, Keyword number: 3
placed_either: Topic: 6672, Keyword number: 4
contains_much: Topic: 6672, Keyword number: 5
juliet_contains: Topic: 6672, Keyword number: 6
genre_romeo: Topic: 6672, Keyword number: 7
easier_understand: Topic: 6672, Keyword number: 8
sub-titles_could: Topic: 6672, Keyword number: 9
one_slight: Topic: 6672, Keyword number: 10
wars_one: Topic: 6672, Keyword number: 11
corporate_dynasties: Topic: 6672, Keyword number: 12
led_dennehy: Topic: 6672, Keyword number: 13
montague's: Topic: 6672, Keyword number: 14
version_slightly: Topic: 6672, Keyword number: 15
virtually_unknown: Topic: 6672, Keyword number: 16
margoyles: Topic: 6672, Keyword number: 17
romeo's_best: Topic: 6672, Keyword number: 18
killing_right: Topic: 6672, Keyword number: 19
weapons_like: Topic: 6672, Keyword number: 20
pete_poslethwaite: Topic: 6672, Keyword number: 21
superb_supporting: Topic: 6672, Keyword number: 22
juliet_surrounded: Topic: 6672, Keyword number: 23
danes_tv's: Topic: 6672, Keyword number: 24
caberat: Topic: 6674, Keyword number: 0
terror: Topic: 6675, Keyword number: 0
livestock: Topic: 6675, Keyword number: 1
twisters: Topic: 6675, Keyword number: 2
earthquakes: Topic: 6675, Keyword number: 3
paxton: Topic: 6675, Keyword number: 4
days: Topic: 6675, Keyword number: 5
ass_umpteenth: Topic: 6675, Keyword number: 6
et's: Topic: 6675, Keyword number: 7
terror_twister: Topic: 6675, Keyword number: 8
help_lot: Topic: 6675, Keyword number: 9
visual_abiility: Topic: 6675, Keyword number: 10
abiility: Topic: 6675, Keyword number: 11
see_terror: Topic: 6675, Keyword number: 12
main_thespian: Topic: 6675, Keyword number: 13
predictable_summer: Topic: 6675, Keyword number: 14
vans_plot: Topic: 6675, Keyword number: 15
jonas's: Topic: 6675, Keyword number: 16
jo's: Topic: 6675, Keyword number: 17
elwes_similar: Topic: 6675, Keyword number: 18
jonas_cary: Topic: 6675, Keyword number: 19
order_function: Topic: 6675, Keyword number: 20
dorothy_measurement's: Topic: 6675, Keyword number: 21
idea_device: Topic: 6675, Keyword number: 22
implemented_bills: Topic: 6675, Keyword number: 23
handphone: Topic: 6675, Keyword number: 24
carefully: Topic: 6680, Keyword number: 0
questions_choose: Topic: 6680, Keyword number: 1
bangs_eyes: Topic: 6680, Keyword number: 2
sympathy_scraped: Topic: 6680, Keyword number: 3
makeshift: Topic: 6680, Keyword number: 4
curdled_embittered: Topic: 6680, Keyword number: 5
though_might: Topic: 6680, Keyword number: 6
garnered: Topic: 6680, Keyword number: 7
throughout_petrice: Topic: 6680, Keyword number: 8
may_seem: Topic: 6680, Keyword number: 9
minimalist: Topic: 6680, Keyword number: 10
image_we're: Topic: 6680, Keyword number: 11
fourth_main: Topic: 6680, Keyword number: 12
like_michael: Topic: 6680, Keyword number: 13
icons_like: Topic: 6680, Keyword number: 14
familiar_current: Topic: 6680, Keyword number: 15
together_assimilation: Topic: 6680, Keyword number: 16
disposable_income: Topic: 6680, Keyword number: 17
years_depression: Topic: 6680, Keyword number: 18
consumerism: Topic: 6680, Keyword number: 19
contestants_images: Topic: 6680, Keyword number: 20
coifed_contestants: Topic: 6680, Keyword number: 21
plastic_covered: Topic: 6680, Keyword number: 22
palette_plastic: Topic: 6680, Keyword number: 23
redford's_almost: Topic: 6680, Keyword number: 24
initiatives_failed: Topic: 6683, Keyword number: 0
don't_last: Topic: 6686, Keyword number: 0
big_tub: Topic: 6686, Keyword number: 1
tub: Topic: 6686, Keyword number: 2
images_pal: Topic: 6686, Keyword number: 3
worldview_presented: Topic: 6687, Keyword number: 0
randall: Topic: 6687, Keyword number: 1
could_attracted: Topic: 6687, Keyword number: 2
heterosexuals: Topic: 6687, Keyword number: 3
etc_also: Topic: 6689, Keyword number: 0
cinema_learns: Topic: 6689, Keyword number: 1
character_played: Topic: 6694, Keyword number: 0
fei-hong: Topic: 6695, Keyword number: 0
martial: Topic: 6695, Keyword number: 1
wong_fei-hong: Topic: 6695, Keyword number: 2
ginseng: Topic: 6695, Keyword number: 3
fight: Topic: 6695, Keyword number: 4
american_release: Topic: 6695, Keyword number: 5
thing_drunken: Topic: 6695, Keyword number: 6
tend: Topic: 6695, Keyword number: 7
plots: Topic: 6695, Keyword number: 8
kei-ying: Topic: 6695, Keyword number: 9
that's_expected: Topic: 6695, Keyword number: 10
drunken_boxing: Topic: 6695, Keyword number: 11
upon_time: Topic: 6695, Keyword number: 12
style_kung: Topic: 6695, Keyword number: 13
jugs: Topic: 6695, Keyword number: 14
thrash: Topic: 6695, Keyword number: 15
meander: Topic: 6695, Keyword number: 16
distant_past: Topic: 6695, Keyword number: 17
arts_action: Topic: 6695, Keyword number: 18
recover: Topic: 6695, Keyword number: 19
father_wong: Topic: 6695, Keyword number: 20
chan_movies: Topic: 6695, Keyword number: 21
admission_rental: Topic: 6695, Keyword number: 22
sequences_worth: Topic: 6695, Keyword number: 23
movie_you'll: Topic: 6695, Keyword number: 24
theatrical_attractions: Topic: 6697, Keyword number: 0
quality_memento: Topic: 6697, Keyword number: 1
troubled_leonard: Topic: 6697, Keyword number: 2
despite_memento: Topic: 6697, Keyword number: 3
nolan's: Topic: 6697, Keyword number: 4
humour_keep: Topic: 6697, Keyword number: 5
viewers_guessing: Topic: 6697, Keyword number: 6
rare_story: Topic: 6697, Keyword number: 7
backward_time: Topic: 6697, Keyword number: 8
backward: Topic: 6697, Keyword number: 9
hollywood_homogeneity: Topic: 6697, Keyword number: 10
instant_film: Topic: 6697, Keyword number: 11
concocted_brilliant: Topic: 6697, Keyword number: 12
nolan_concocted: Topic: 6697, Keyword number: 13
nolan: Topic: 6697, Keyword number: 14
praise_envious: Topic: 6697, Keyword number: 15
leaves_memento: Topic: 6697, Keyword number: 16
forgetting: Topic: 6697, Keyword number: 17
short-term_memories: Topic: 6697, Keyword number: 18
inhibits: Topic: 6697, Keyword number: 19
trail_man: Topic: 6697, Keyword number: 20
investigator_trail: Topic: 6697, Keyword number: 21
insurance_investigator: Topic: 6697, Keyword number: 22
synopsis_leonard: Topic: 6697, Keyword number: 23
traces: Topic: 6697, Keyword number: 24
pretty_well: Topic: 6698, Keyword number: 0
actors: Topic: 6698, Keyword number: 1
lake-type_sexpot: Topic: 6698, Keyword number: 2
story_english: Topic: 6698, Keyword number: 3
little_back: Topic: 6698, Keyword number: 4
human_film: Topic: 6698, Keyword number: 5
great_devastating: Topic: 6698, Keyword number: 6
sarossy_haunting: Topic: 6698, Keyword number: 7
aside_stephens: Topic: 6698, Keyword number: 8
child_spider: Topic: 6698, Keyword number: 9
tragedy_whether: Topic: 6698, Keyword number: 10
flies_comes: Topic: 6698, Keyword number: 11
true_human: Topic: 6698, Keyword number: 12
deeper_meaning: Topic: 6698, Keyword number: 13
important_feeling: Topic: 6698, Keyword number: 14
dramatic_cinematography: Topic: 6698, Keyword number: 15
cross_can't: Topic: 6698, Keyword number: 16
elementary_teacher: Topic: 6698, Keyword number: 17
fencing: Topic: 6698, Keyword number: 18
schwartzman_face: Topic: 6698, Keyword number: 19
